id,sqft_house,sqft_lot,sqft_no_basement,sqft_basement,sqft_house_after_2015,sqft_lot_after_2015
5102400035,1140,7028,1140,0,1350,6923
5103900045,1730,14270,1730,0,1600,11232
5104511840,2800,6977,2800,0,2800,6600
5104512060,2430,7243,2430,0,2430,7084
5104520620,1770,5000,1770,0,2080,5100
5104520640,1770,5000,1770,0,2080,5100
5104520720,1770,9239,1770,0,2150,5450
5104520810,2150,11672,2150,0,2150,5450
5104531700,2510,6853,2510,0,3400,6965
5104540360,3440,6915,3440,0,3200,6915
5104650020,2530,8820,2530,0,2340,9472
5112800042,2470,19200,1250,1220,2140,35140
5112800190,1180,11579,1180,0,1780,22486
5113400113,2160,5600,1080,1080,1850,5150
5125400385,1530,18400,1530,0,1620,13535
5126300060,2610,5845,2610,0,2810,5000
5126310470,2830,8126,2830,0,2830,7916
5127000420,1540,11858,1540,0,1550,11473
5132000140,1370,5080,1120,250,1020,5080
5132000140,1370,5080,1120,250,1020,5080
5137300130,1930,9653,1930,0,2100,10454
5137800130,2718,6197,2718,0,2667,5000
5147600105,740,6460,740,0,1170,6975
5151800045,3847,17654,2299,1548,2690,15344
5152000030,2500,12220,1690,810,2130,12000
5152920170,3440,12350,1760,1680,3440,12763
5152960080,2200,9600,1570,630,2680,9896
5153200030,2690,15000,1870,820,2690,15000
5153200486,1990,27810,1990,0,2240,20000
5201000030,2370,41338,2370,0,2340,46661
5201810060,1930,8336,1930,0,2280,7959
5205000020,2610,7333,2610,0,2280,9033
5205000250,2320,7140,2320,0,2360,7955
5209200010,1870,7853,1300,570,1870,8300
5210200077,2590,7910,2590,0,1700,7488
5220300140,810,7440,810,0,830,7500
5245400030,1250,9102,1250,0,1260,9180
5248800440,840,4000,840,0,1100,4000
5249800345,1470,7200,1470,0,1530,7200
5249800729,3000,6320,2400,600,1720,6360
5249802424,670,6000,670,0,1240,5040
5249802460,1800,7200,1020,780,1740,5475
5249804760,930,5760,730,200,1970,5760
5249805090,1780,3120,1780,0,1710,3600
5276200020,2600,4284,2600,0,1620,5000
5282200015,2750,3800,1750,1000,1900,3800
5288200225,1760,2875,1290,470,1760,4830
5297200089,1720,5785,860,860,1680,5184
5309101395,910,3750,910,0,1160,4000
5315101728,2320,7200,1260,1060,1760,7200
5316101075,5350,14400,5020,330,3050,7469
5318100504,1450,2272,750,700,2170,4370
5318100935,1540,3600,1540,0,2970,3600
5332200405,2460,5000,1620,840,2320,5000
5335700110,1750,8820,1750,0,1400,9600
5347200060,1260,4800,1100,160,1260,2435
5347200070,1150,2496,1010,140,1340,1203
5347200162,880,1157,880,0,1070,1203
5347200220,720,4758,720,0,990,4920
5351200265,3640,3604,1960,1680,1940,4600
5351200280,2390,5071,1760,630,1940,5071
5363200180,2560,7798,1890,670,1330,7798
5366200210,1590,4094,1590,0,1940,3924
5379804537,1760,8287,1160,600,1290,9587
5379805910,2210,13500,1460,750,1590,10850
5379806590,1430,8861,1430,0,1080,9425
5381000072,2257,10117,1363,894,1540,10700
5381600110,2030,9600,1430,600,1820,14600
5393601050,1650,6000,1000,650,1540,6000
5409000110,3560,14010,3560,0,1710,11116
5409800110,3052,12145,3052,0,2767,8604
5415000240,1520,14417,1520,0,1600,10716
5415350770,2810,11902,2810,0,2990,10754
5416510530,2580,4818,2580,0,2570,5386
5417600130,910,9000,910,0,1290,9000
5417600130,910,9000,910,0,1290,9000
5417600200,1930,7200,1930,0,1350,9000
5419000050,2717,4513,2717,0,2550,4841
5422420470,1830,7062,1830,0,1820,6434
5422430320,1770,6666,1770,0,1780,6666
5422500220,2050,6705,1230,820,1610,7292
5423600080,1720,11656,1720,0,1890,10336
5445300050,1130,4445,1130,0,1330,4445
5451200370,3080,10487,3080,0,2480,10607
5451200530,2110,12653,2110,0,2350,10980
5451200600,3160,13238,3160,0,2360,12042
5452301785,4070,13860,4070,0,3430,9240
5452800495,2410,15300,1400,1010,2440,15300
5454200080,2630,9645,2630,0,2690,10439
5456000110,2830,8854,1500,1330,2260,8604
5457300696,1660,1545,1400,260,1820,2570
5457800930,3170,3000,1990,1180,2980,5061
5459300040,2450,7700,1250,1200,2450,8000
5462100240,1320,9000,1320,0,1320,9800
5466400550,1260,6223,820,440,1260,6553
5467500040,2180,7560,1560,620,1810,7352
5468730030,1320,8959,1320,0,1740,7316
5468770250,2100,6783,2100,0,2100,6192
5469300270,1490,8366,1010,480,1490,7469
5469500580,2290,19000,1650,640,2900,13034
5469502660,2460,14600,1720,740,2460,14600
5476200123,2090,6630,1070,1020,1550,7980
5476200160,1250,5411,1250,0,1490,6320
5490210320,2500,7200,1490,1010,1960,8325
5490700085,1750,8220,1750,0,1210,6760
5493100366,5850,22885,4670,1180,3240,19020
5500100120,1790,10186,1790,0,1790,9142
5505700055,2080,6150,1040,1040,1420,6150
5506500070,2680,41804,2680,0,2680,40866
5515600087,1100,33600,1100,0,1570,32700
5528600005,1620,3795,1620,0,1620,6000
5535600150,2980,10459,2980,0,2920,7700
5538300225,2180,13529,1090,1090,2000,13529
5547700270,2570,5520,2570,0,2470,5669
5553300375,3080,6495,2530,550,4120,8620
5556300114,2040,42693,2040,0,2640,11957
5556800150,1670,9987,1670,0,1640,7280
5557700210,1100,9750,1100,0,1190,9750
5559200020,1240,12285,620,620,1560,11564
5559900080,1880,6160,1880,0,1580,6405
5561400260,3990,42436,2710,1280,3030,41684
5561710110,1840,7326,1370,470,2050,7475
5561720180,1740,10836,910,830,2090,7500
5583200810,2440,6900,1590,850,1770,6900
5589300435,2180,10617,2180,0,1360,9519
5589300715,1860,9100,1860,0,1620,9519
5592900015,1570,7727,1270,300,2440,7727
5592900230,1270,7400,1270,0,1800,7400
5603800110,2130,9000,2130,0,2110,10431
5608000080,3500,10891,3500,0,3820,13521
5608010050,3550,10233,3550,0,3310,9157
5611500100,2860,12394,2860,0,3070,8515
5615100330,1900,8160,1900,0,1280,6532
5631500868,3100,15842,2400,700,2200,19400
5634500179,1830,6985,1080,750,1650,9501
5634500234,2100,6092,2100,0,2250,8592
5637500070,1520,1304,1180,340,1270,1718
5648600190,1670,5791,1670,0,1610,6034
5649600435,1880,4179,940,940,1350,5150
5652600065,2660,10637,1670,990,1570,6825
5652600185,2240,10578,1550,690,1570,10578
5676000008,1420,1269,1420,0,1420,1300
5679501310,2110,4800,1210,900,1660,4800
5693500846,1370,1921,1370,0,1370,4000
5694000710,1760,3000,1760,0,1320,1266
5694001061,1890,1710,1640,250,1680,1562
5694500200,3310,4500,2910,400,1440,3750
5695000142,1100,1107,1100,0,1110,2750
5695000270,1570,1680,1570,0,1290,1870
5700001920,3060,8000,2040,1020,2730,5800
5700002325,2340,4206,1170,1170,1360,4725
5700003810,3920,7200,3120,800,3400,7200
5701800030,2150,37981,2150,0,2450,37981
5702450250,1410,10015,1410,0,1570,10485
5703500130,1190,9600,1190,0,1360,10140
5706300020,1620,12309,1620,0,2030,13963
5708500208,1240,3873,860,380,1240,4336
5708500315,2130,4180,1270,860,1710,4180
5710610250,3130,12087,2180,950,2410,10350
5726500130,2560,15000,1880,680,2210,15150
5728000060,1850,8823,1370,480,1880,7580
5739600427,1630,9000,960,670,1880,9000
5742600115,2480,3680,1470,1010,1500,5750
6002400030,2320,9240,1160,1160,2130,7320
6003500749,1540,965,1540,0,1410,964
6004510240,2530,10155,2530,0,2330,7205
6018500120,900,5000,900,0,1150,5000
6021503885,880,4000,880,0,1150,4000
6031400094,2230,6551,1330,900,2230,9476
6052400975,1590,8160,1090,500,1540,10500
6052401215,1200,9000,1200,0,1660,9000
6056100293,1650,4929,1520,130,1520,2287
6056111063,1140,1165,1140,0,1150,1552
6067900640,1490,9000,1490,0,2190,9000
6071000030,2930,31411,1520,1410,3070,12378
6071200195,2030,9905,2030,0,2130,10008
6072100790,2410,12000,2410,0,2080,12000
6072400280,2270,9247,1500,770,2270,9163
6072400820,1520,7875,1520,0,2150,9428
6072650250,2220,8125,1450,770,1980,8700
6072650290,2340,12443,2340,0,1970,9600
6072700110,2820,13193,1860,960,2580,13193
6072760360,2650,8149,1610,1040,2290,8019
6072800170,3330,24354,3330,0,3880,25493
6073300750,2550,7725,1390,1160,2450,7725
6073500160,1130,7500,880,250,2190,5250
6075000050,1310,9690,1310,0,2280,9618
6083000123,1140,10477,1140,0,1190,9750
6084600660,1720,6847,1720,0,1610,7790
6084601060,1770,8640,1420,350,1894,7974
6116500341,2150,23568,2150,0,2150,10125
6117500160,1570,12412,1570,0,2130,12412
6117500430,4050,13495,2230,1820,3210,13495
6117500460,2680,12215,1590,1090,2960,19964
6118600045,2060,13400,2060,0,1950,10370
6119700150,3140,16200,2570,570,2530,13200
6121000110,1180,9048,1180,0,1460,8942
6121800060,1320,9750,1320,0,1530,9750
6121800065,1580,9750,1580,0,1460,9750
6127000480,4140,7642,4140,0,3330,6953
6127011000,2550,4630,2550,0,2550,5151
6127600110,1520,6200,1520,0,1910,6200
6131600060,1200,8316,1200,0,1200,8316
6131600285,1230,8636,1230,0,1168,8316
6132600221,700,2334,700,0,2300,5000
6132600380,1900,5250,1500,400,1810,5250
6134500220,2480,6600,2480,0,2310,6656
6140100022,1600,1882,1360,240,1390,1379
6140100028,1496,1423,1248,248,1460,1423
6141100065,1790,7055,1520,270,1710,7055
6145600040,1630,1677,1630,0,1220,1677
6145600285,820,3844,820,0,1520,3844
6145600557,1020,1525,1020,0,1020,3844
6145600900,1170,1638,1170,0,1350,1407
6145601995,1560,6774,1060,500,1320,3844
6145602355,1640,3844,1460,180,1230,3844
6147650280,3130,5999,3130,0,3020,5997
6147650430,3130,5200,3130,0,3020,5200
6149700380,810,6150,810,0,1080,7200
6149700405,1050,7583,1050,0,1420,7560
6150200180,850,6800,850,0,870,6800
6150200280,1810,8527,1810,0,1490,6800
6150200435,650,5360,650,0,1110,6700
6151800300,2700,18893,2110,590,2260,17494
6163900032,770,7434,770,0,1060,7453
6163900301,1480,8321,1080,400,1580,8502
6163901261,1440,8320,1440,0,1440,9230
6163901380,960,8450,960,0,1090,8450
6163901381,1000,8320,1000,0,1090,8450
6163901433,2200,8384,1250,950,1750,8384
6169901185,4460,2975,3280,1180,2490,4231
6169901197,2160,2260,1620,540,2570,2400
6178930340,2440,9664,1890,550,2380,9609
6181700625,2990,12970,1960,1030,2500,10680
6190500340,2840,6268,2840,0,2790,6526
6190701146,1880,14350,1640,240,1510,9840
6192410280,3290,5880,2670,620,3090,5680
6192410760,2700,8810,2700,0,2730,5100
6197800045,1210,33919,1210,0,1640,14910
6204050080,3160,4270,2650,510,2720,12523
6204400130,1620,8085,1210,410,1700,8085
6206100030,980,10960,980,0,2100,10960
6300000226,1200,2171,1200,0,1130,1598
6300500275,1390,4820,910,480,1320,4820
6300500477,1509,1114,1509,0,1509,2431
6300500505,1400,4980,950,450,990,4980
6303400475,1120,8763,1120,0,1120,8636
6303401050,850,8573,600,250,850,8382
6303401365,1110,7962,1110,0,1200,8094
6308000010,2290,5089,2290,0,2290,7984
6326000130,2620,10137,1970,650,1960,7680
6362900171,1820,1501,1430,390,1550,1501
6365900065,870,5635,870,0,1310,5750
6371000148,1130,1340,910,220,1310,1340
6377200010,4750,21701,4750,0,3120,18551
6378500230,1940,6909,970,970,1460,6906
6381500110,1160,7912,1160,0,1190,7482
6381500170,910,7617,910,0,1310,6624
6383000690,1670,6414,1670,0,2130,7035
6383000825,1790,15783,1360,430,1790,7494
6386600130,1330,7600,1330,0,1500,7776
6388910360,2100,9040,1700,400,2430,8809
6388920460,2110,8164,2110,0,2390,7499
6388930170,2070,11286,2070,0,2440,10826
6403500570,2990,7420,2990,0,2290,7678
6411600043,2400,7700,1500,900,1530,7700
6411600045,2240,9385,2240,0,2010,9000
6411600113,1210,7425,1210,0,1260,7425
6411600370,2870,29699,1520,1350,1380,7555
6412100092,1520,9507,1520,0,1360,7219
6413600123,1870,7403,1870,0,1630,7440
6413600275,1730,5922,1730,0,1700,6127
6414100026,1802,11225,1802,0,1810,7332
6414100133,1070,6109,1070,0,1170,7200
6414100482,1630,12059,1270,360,1660,8800
6414600051,1160,17700,1160,0,1440,9000
6414600321,1160,8813,1160,0,1200,7615
6421100342,2160,9888,2160,0,3060,7829
6421100502,3290,14134,1870,1420,1970,11470
6430000070,1420,3060,860,560,1350,4000
6430000280,1880,5100,1880,0,1610,4590
6430500086,940,4200,940,0,1380,4080
6431000987,1630,1598,1630,0,1320,1605
6431500283,1340,4120,1040,300,1270,4635
6437400101,860,7204,860,0,1200,7500
6447300345,2680,15438,2680,0,4480,14406
6450300840,2560,5250,1900,660,1400,5250
6450302545,1280,5460,1280,0,1390,5500
6456200020,1740,9300,1740,0,1540,9638
6600000330,1200,6240,1030,170,2810,6240
6600060150,2130,4028,2130,0,1830,7817
6600220550,1440,11787,1440,0,2190,11787
6600410170,1340,15600,1340,0,1320,9800
6600490250,2060,3608,2060,0,2060,3608
6600790210,1800,9236,1800,0,1730,5701
6601200020,1954,5075,1954,0,1934,5000
6601200040,1934,5677,1934,0,1919,5049
6607000126,2200,7475,1100,1100,1600,5766
6610000591,2470,5500,1570,900,1620,5500
6613000935,5300,26211,4570,730,3890,19281
6616000010,2840,8820,1420,1420,2310,8750
6619510060,2030,12675,2030,0,1990,7705
6619900120,3860,9600,2660,1200,2440,9600
6619910230,1940,9775,1440,500,2830,9775
6623400187,1760,8906,1230,530,1180,10407
6624030050,2160,15817,2160,0,1990,15817
6625910100,2180,11100,1700,480,2350,11397
6632300567,2340,7877,2340,0,1920,9116
6638900405,800,6016,800,0,1470,3734
6641020050,2807,9430,2807,0,2028,11056
6641040100,4210,10308,4210,0,3860,10200
6645900010,3030,10189,2380,650,1940,10189
6648150090,4050,9517,3360,690,3330,9436
6648500580,2070,7225,1690,380,2070,7400
6648900005,1720,8910,1720,0,1870,8640
6649250410,2160,8049,2160,0,2490,8995
6662400105,1580,5725,1580,0,1510,5725
6664000130,2210,22040,1510,700,2470,14258
6664000130,2210,22040,1510,700,2470,14258
6664900260,1650,6000,1650,0,1870,6000
6667400090,2880,35315,2270,610,1910,167378
6669020290,1720,9775,1720,0,1970,8400
6669020290,1720,9775,1720,0,1970,8400
6669020490,2190,9020,2190,0,2170,8400
6669020640,2310,7680,1410,900,2080,7680
6669070220,2110,7279,2110,0,2130,7279
6669080020,2490,5064,2490,0,2470,5064
6669150790,1840,6750,1270,570,1750,7004
6669250100,2600,4506,2600,0,2470,6041
6671900095,1320,6205,1320,0,1210,6205
6672920150,1500,11233,1500,0,1580,14013
6679000130,1560,4244,1560,0,1670,4251
6683000295,2010,14298,2010,0,2010,14298
6684500040,940,8377,940,0,1710,6900
6699930440,2600,5540,2600,0,2600,5540
6699940140,2470,5015,2470,0,2470,5100
6700390090,1720,3676,1720,0,1720,3510
6700400110,1110,7231,1110,0,1550,7245
6703100135,1330,6768,1330,0,1320,6910
6705120280,1414,1960,1414,0,1414,2511
6705850140,3170,7634,3170,0,2940,7846
6706200130,2210,7920,1400,810,2220,7920
6706600090,1960,8000,1290,670,1960,8000
6713700025,1220,13000,1220,0,1510,12600
6743700030,2190,8402,2190,0,2210,7802
6751300375,1520,9030,1520,0,1470,8712
6751500285,1810,12420,1810,0,2230,12330
6762700515,2570,5000,2570,0,1570,5000
6772200055,2440,3600,1480,960,1770,4000
6790200180,2620,9873,2620,0,2520,9935
6791900260,3090,5859,3090,0,2960,5250
6802200100,1450,8771,1450,0,1450,8653
6802200110,1400,8821,1400,0,1450,8721
6802200280,2010,11618,2010,0,1550,9354
6802210450,1570,9096,1180,390,1570,8418
6804600550,2570,9503,2570,0,1950,9600
6806100420,1850,4600,1850,0,2160,4751
6813600605,3420,7440,3420,0,1360,5580
6815100085,3100,8000,2040,1060,1650,4000
6817800330,1090,10481,780,310,1160,10533
6817800910,1690,16061,1690,0,1280,12436
6817810190,1240,11172,1000,240,1330,14102
6821101837,930,1662,670,260,1780,2343
6821102170,2210,8556,1210,1000,2190,7975
6821102346,1670,1596,1220,450,1670,1596
6821102350,880,1712,880,0,1360,1748
6821600390,2310,6000,1560,750,2000,6000
6822100780,1210,6000,1000,210,1840,6000
6824100007,1460,1200,1460,0,1460,1245
6840700165,590,833,590,0,780,1617
6840701095,1740,4400,1740,0,1720,4400
6840701135,2640,4400,1840,800,1720,4400
6843300090,2730,35100,2730,0,2730,36677
6844700415,1750,6120,1150,600,1350,6120
6848200325,2240,3600,1650,590,1716,3120
6850700670,2890,2370,2290,600,2180,2460
6851700381,2580,4500,1850,730,2590,4100
6858700225,1550,6225,1550,0,1760,9496
6861700156,2630,4000,1810,820,2370,4700
6865200444,1270,1175,1110,160,1290,1800
6870000150,2820,4174,2820,0,2560,4853
6882200140,1030,7184,1030,0,1330,7262
6888900115,1060,4880,910,150,1200,4880
6896300375,2540,7000,1320,1220,2160,6000
6905200050,1800,5000,1500,300,1670,5000
6908200021,2190,5400,1260,930,2160,5400
6909200007,1458,858,950,508,1458,3000
6909700437,1060,1600,1060,0,1360,3360
6917700305,1210,7667,900,310,1330,6462
6918100170,2250,7882,1570,680,1550,7508
6918720100,2480,9720,2480,0,2480,9200
6918730130,1330,7482,1330,0,1480,8096
6926700660,1450,989,1450,0,1490,1240
6928600330,2170,9752,1100,1070,1810,10609
6929602721,960,7000,960,0,1850,8120
6977000040,2190,12825,1520,670,3050,4673
6979970140,2370,3239,1950,420,2520,3431
6979970150,2390,3903,1970,420,2390,3431
7010700110,1760,1800,1330,430,1150,4575
7010701016,1080,5000,1080,0,1620,4000
7010701383,1800,4400,1350,450,1920,4400
7011201004,1730,1229,1320,410,1710,1686
7011201306,2530,1774,2100,430,2160,2400
7015200790,1820,5756,1640,180,1760,6169
7100000250,1400,8710,1400,0,1460,8710
7104100050,1500,5412,900,600,1090,5412
7123400045,1300,11867,1300,0,820,11867
7128300630,2180,6000,2060,120,1370,4500
7129300420,1040,5650,1040,0,1290,5650
7129300500,2080,5650,1680,400,1270,5650
7129301001,2670,6780,1630,1040,2400,5989
7129301578,2380,6250,1670,710,2540,4010
7129304105,1760,5500,780,980,1510,5500
7131300025,1240,4842,1240,0,1540,5110
7131300032,1540,9279,1540,0,1540,5110
7131300035,1040,2643,720,320,1540,5110
7133300380,2500,4000,2500,0,1480,4300
7137900410,950,7610,950,0,1360,7938
7137970210,1490,9285,1490,0,2040,6681
7138000170,1230,10125,1230,0,1970,10125
7140200450,1810,7350,1200,610,1750,7350
7140600020,990,9599,990,0,1216,10364
7140600190,1580,10517,1580,0,1400,10658
7140600225,1300,10125,1300,0,1300,10125
7147600220,1060,9946,1060,0,1310,10619
7148200040,1200,8460,1200,0,1350,8623
7148700050,2650,7378,1460,1190,1600,7616
7148700160,1720,7119,1720,0,1590,7616
7153400100,1780,15114,1080,700,1792,10155
7156200005,1740,9163,1740,0,1490,6509
7170200080,1230,3800,1230,0,1610,3800
7170200085,940,3800,940,0,1680,3800
7174800094,1030,5923,1030,0,2650,5000
7183000060,2360,9647,1530,830,2580,9680
7197300105,1940,10500,1140,800,2200,10500
7197350050,1990,9594,1190,800,1930,9765
7199320600,2030,7350,1190,840,1950,7350
7199340480,1780,8050,1230,550,1780,7200
7200001005,1510,10450,1510,0,1310,9450
7201800280,1320,6030,1320,0,1840,6565
7201800300,1300,8480,1300,0,1740,7280
7202290140,1690,4584,1690,0,1600,3164
7202300040,3480,6262,3480,0,3490,6629
7202331050,2360,4080,2360,0,2290,4080
7202340190,1930,5344,1930,0,2410,5080
7202340960,2600,4438,2600,0,2600,4904
7202341110,3280,5876,3280,0,2600,5000
7202360010,3990,9786,3990,0,3920,8200
7202360170,3500,7200,3500,0,3920,7666
7202430150,3360,15091,3360,0,1930,9936
7203000200,1890,7650,1890,0,1510,7560
7203000465,1450,9333,1450,0,1910,7701
7203000640,1130,7400,1130,0,1540,7379
7203100850,3500,5960,3500,0,3390,6856
7203102080,1290,3140,1290,0,1290,2628
7203102140,1290,2482,1290,0,1290,2482
7203140420,1740,4145,1740,0,1740,4045
7203220030,3830,6765,3830,0,3830,6507
7207900030,2370,3692,2370,0,2520,5425
7211340030,1010,10168,1010,0,1180,10318
7211350130,1220,9600,1220,0,1180,9000
7212650510,1830,7762,1830,0,2109,8966
7212651210,2150,9163,1340,810,2260,7750
7212652180,2050,13303,2050,0,2180,11590
7212660960,1840,8234,1840,0,1940,7601
7214400005,1310,5200,910,400,1320,4794
7214700160,2480,45302,1620,860,1260,14100
7214810150,2120,9350,1280,840,2200,9000
7214810350,2500,13500,1850,650,2300,9750
7215420160,2280,42077,2280,0,2280,36236
7215420590,2940,35996,2940,0,2890,35089
7215720420,2210,7722,2210,0,2970,8683
7215722010,1560,5259,1560,0,2170,5461
7215730090,3150,7778,3150,0,2970,6500
7215730310,2970,10335,2970,0,2970,10335
7215730430,3150,9318,3150,0,3150,9318
7217400389,1720,1977,1360,360,1720,3420
7221400285,820,8423,820,0,1960,9140
7221400495,2110,19600,2110,0,880,10077
7224000950,810,4838,810,0,890,4838
7227800065,1440,9477,1440,0,1440,9546
7227800110,1750,17685,1750,0,1750,9209
7227800660,2040,10812,2040,0,1440,10200
7227801581,1600,3573,1600,0,1500,11089
7227802030,2800,9569,1400,1400,2150,7333
7228500094,1480,6324,1480,0,1480,3600
7229100040,2093,10350,2093,0,1520,10350
7229800066,2780,15075,2780,0,1650,25542
7229900145,2010,16020,2010,0,1420,16020
7229900885,1510,10369,1010,500,1510,16057
7229900925,2700,18246,1510,1190,1620,16986
7230300100,1820,17600,1820,0,2190,17440
7230400430,1710,15844,1710,0,1990,20359
7231501665,1500,5750,1500,0,1330,5750
7234601166,1340,1286,1190,150,1460,1245
7234601445,1300,1676,1300,0,1260,1740
7237301210,1810,4113,1810,0,1880,4465
7237501190,4890,13402,4890,0,5790,13539
7237501380,4640,13404,4640,0,4690,13590
7237550020,5070,60123,5070,0,4920,101930
7254000050,1730,2631,1730,0,1730,2751
7254200040,960,2700,780,180,1400,3000
7276100282,2300,12000,1770,530,2030,6000
7278100690,1860,7190,1860,0,1670,5525
7280300375,2650,9140,1350,1300,2700,7800
7282300125,980,7000,980,0,1220,7000
7283900045,2160,6288,2160,0,1830,7600
7283900306,1910,4408,1910,0,1910,8154
7284900460,3370,7200,3370,0,1880,7200
7292700005,3220,7392,2010,1210,1660,8363
7298030210,2790,16173,2790,0,2890,11632
7300200290,3480,36615,2490,990,2540,35910
7300200400,2450,34092,2450,0,2410,35378
7300400170,2310,6200,2310,0,2480,6200
7300400200,2650,6366,2650,0,2650,6200
7304300906,1280,8184,1280,0,1120,8184
7304301005,1010,11244,1010,0,1220,11242
7304301045,770,11084,770,0,1010,11084
7304301300,1010,11919,1010,0,1220,11240
7305300045,1560,7552,910,650,1200,8152
7308600010,3430,9870,3430,0,3360,9724
7312900060,720,4840,720,0,1510,4840
7325600160,560,12120,560,0,1300,19207
7327500270,1190,13630,1190,0,1630,14405
7331900290,1520,8800,1520,0,1370,8800
7334501240,1270,9675,1270,0,1270,11700
7334600030,1360,9600,1360,0,1200,10400
7334600730,1580,8856,1580,0,1390,9490
7335400400,1440,6702,1440,0,1030,6702
7338200170,2710,35009,2710,0,2330,35040
7338220120,2150,3721,2150,0,2150,3721
7338402850,1800,2500,1800,0,1830,6900
7340601063,1590,41550,1290,300,2990,6464
7346600092,1440,8425,1440,0,1430,12037
7348200195,990,12696,990,0,1260,8937
7349400610,2050,12581,2050,0,1620,7400
7349620030,2115,6234,2115,0,2440,6366
7351000160,2120,14915,1720,400,2320,13100
7355700171,3040,7000,3040,0,2320,17511
7374600060,1810,12825,1810,0,1490,10800
7376300085,1430,10350,1430,0,1890,10350
7379600240,1950,8480,1250,700,1740,8480
7385300020,3210,12000,1830,1380,2450,12000
7397300170,5550,28078,3350,2200,2980,19602
7399100040,1200,1848,1200,0,1270,1848
7399800110,1960,48787,1960,0,1970,36425
7418000020,1400,10350,1400,0,1780,10457
7424700145,3380,3333,2800,580,2790,5000
7436500060,2170,7007,1540,630,2040,7700
7437100770,2030,6326,2030,0,1810,6825
7445000115,2500,4774,1450,1050,1300,4000
7452500190,710,5050,710,0,900,5050
7452500315,1210,4895,710,500,1100,6000
7452500770,960,5150,960,0,1010,5000
7454000030,740,6840,740,0,740,6840
7454000315,740,6300,740,0,740,6300
7454001120,710,7120,710,0,1100,7020
7461420210,1290,9760,1290,0,1410,8034
7461420230,1760,7268,1080,680,1830,8786
7468900235,940,7200,940,0,1090,7800
7468900270,1090,10114,1090,0,1380,7800
7491010060,3370,5638,2250,1120,3080,7200
7503000050,1690,10113,1310,380,1690,10113
7504000510,3330,12408,1740,1590,2780,12000
7504001320,2420,11953,2420,0,2420,12215
7504020960,3580,12000,1840,1740,2910,12428
7504030090,2780,9900,2780,0,2600,12000
7504030220,2450,11960,2450,0,2600,11960
7504400290,3470,12003,3470,0,2220,12283
7508200080,1700,7495,1200,500,1650,7495
7511000050,2890,22547,2150,740,3010,17809
7511200020,1690,53578,1690,0,2290,52707
7511200190,2570,36465,2570,0,2390,41454
7511800070,1820,10608,1820,0,1380,8976
7517500085,1770,2800,1770,0,1630,3254
7518500855,1400,4690,1400,0,1400,4690
7518500985,1690,4080,1140,550,1600,4590
7518501025,1970,5100,1130,840,1250,4080
7518501140,1260,2550,1260,0,1590,3825
7518503065,720,5100,720,0,1320,5100
7518505345,950,4080,950,0,1120,4080
7518506715,2690,4047,2690,0,2040,5000
7518506717,2830,3750,2830,0,1780,5000
7519001990,840,3860,840,0,1390,3860
7520000616,2090,7434,1090,1000,1260,8404
7520000695,840,4495,840,0,1260,7434
7522600030,1300,8400,1300,0,1300,7500
7522600110,1540,10410,1540,0,1590,7725
7523700305,1730,7464,1730,0,1370,7860
7524400250,2080,12094,2080,0,2230,12204
7524950210,2770,9798,2770,0,3040,11100
7524950830,1850,7735,1850,0,2220,7639
7524950870,2110,10698,2110,0,2220,8252
7525100520,1350,2560,1350,0,1790,2560
7525211520,1690,2752,1690,0,1690,2855
7525530100,4180,17841,3160,1020,3260,12608
7525570020,2590,9341,2590,0,2280,9510
7527200110,2000,22000,2000,0,2180,19800
7539900040,1750,9000,1410,340,2120,9600
7548300326,1660,4788,1660,0,1150,5000
7549800543,1470,1235,1180,290,1470,1243
7549801395,1420,6720,1420,0,1560,5600
7549802600,1480,3132,740,740,1480,6420
7569450480,1680,4226,1680,0,1800,5559
7570060290,2050,4953,2050,0,2340,6175
7571200110,700,4350,700,0,1620,5100
7575600100,2090,10834,1360,730,1750,8595
7575610250,1650,7739,1290,360,1650,6033
7575610760,1620,7772,1620,0,1710,6455
7576700131,2220,3707,1620,600,2030,4850
7585000110,1010,9576,1010,0,1540,9576
7586200061,1280,1730,1090,190,1280,2121
7603100095,3230,8625,2220,1010,2330,6022
7604410030,1890,5240,980,910,1600,5240
7611200086,1840,9990,1840,0,2100,12474
7613700950,2830,7500,2460,370,2900,5000
7614100020,1340,10290,1140,200,1760,7903
7618700112,2570,13000,2570,0,2570,8521
7625701891,1400,4800,700,700,1470,6000
7625702400,960,6250,960,0,1350,6250
7625702441,1350,886,1270,80,1350,886
7625702444,1350,1250,1270,80,1350,886
7625702451,1480,800,1000,480,1480,886
7625703900,2020,9600,2020,0,2250,8550
7631800025,3450,11240,2430,1020,2412,19499
7633400110,1952,8613,1652,300,1400,8712
7635800180,850,8400,850,0,1280,8400
7635800600,2280,19000,2280,0,1790,11800
7642200095,1250,8800,1250,0,1480,8200
7645900055,1580,3680,1280,300,1730,3680
7645900235,2640,3680,1760,880,1960,3680
7646900360,1320,5500,1320,0,1480,5250
7655900062,1300,9000,1300,0,1500,9600
7657000540,1220,7980,1220,0,1210,7920
7657600195,1340,7260,1340,0,1210,7260
7663700772,2020,8100,1160,860,1840,8680
7680400140,3740,136915,3100,640,2400,16104
7683800010,1300,9880,1300,0,2140,9600
